query_id,domain,question_type,run,method,faithfulness,answer_relevancy,context_recall,context_precision
BAT_QA_0037,Batteries,multi,1,w/o Association,0.7217,0.6717,0.7532,0.7161
BAT_QA_0038,Batteries,single,1,w/o Association,0.8896,0.7757,0.9163,0.9571
BAT_QA_0039,Batteries,multi,1,w/o Association,0.715,0.7692,0.7821,0.8306
BAT_QA_0040,Batteries,single,1,w/o Association,0.9748,0.9761,0.9819,0.9795
BAT_QA_0041,Batteries,single,1,w/o Association,0.7702,0.6488,0.8178,0.9624
BAT_QA_0042,Batteries,multi,1,w/o Association,0.7528,0.853,0.7814,0.9061
BAT_QA_0043,Batteries,single,1,w/o Association,0.9158,0.9786,0.995,0.9614
BAT_QA_0044,Batteries,single,1,w/o Association,0.797,0.9657,0.9913,0.9645
BAT_QA_0045,Batteries,multi,1,w/o Association,0.8862,0.9418,0.9758,0.924
BAT_QA_0046,Batteries,multi,1,w/o Association,0.628,0.6644,0.738,0.6511
BAT_QA_0047,Batteries,single,1,w/o Association,0.867,0.8572,0.826,0.9556
BAT_QA_0048,Batteries,single,1,w/o Association,0.9761,0.8623,0.9713,0.9572
BAT_QA_0049,Batteries,single,1,w/o Association,0.8147,0.8191,0.8695,0.9228
BAT_QA_0050,Batteries,single,1,w/o Association,0.7964,0.7275,0.8411,0.8938
BAT_QA_0051,Batteries,single,1,w/o Association,0.6827,0.644,0.654,0.6629
BAT_QA_0052,Batteries,single,1,w/o Association,0.8101,0.7502,0.6737,0.768
BAT_QA_0053,Batteries,single,1,w/o Association,0.6976,0.8525,0.7654,0.9049
BAT_QA_0054,Batteries,single,1,w/o Association,0.9924,0.9895,0.995,0.9761
BAT_QA_0055,Batteries,single,1,w/o Association,0.7092,0.6869,0.7677,0.911
BAT_QA_0056,Batteries,single,1,w/o Association,0.9738,0.7984,0.9139,0.9513
BAT_QA_0057,Batteries,multi,1,w/o Association,0.8966,0.8578,0.9366,0.9801
BAT_QA_0058,Batteries,single,1,w/o Association,0.8985,0.9395,0.7804,0.9299
BAT_QA_0059,Batteries,single,1,w/o Association,0.9729,0.9305,0.964,0.9698
BAT_QA_0060,Batteries,multi,1,w/o Association,0.6061,0.6508,0.7711,0.7926
BAT_QA_0061,Batteries,single,1,w/o Association,0.6477,0.6236,0.7825,0.7778
BAT_QA_0062,Batteries,multi,1,w/o Association,0.6241,0.5608,0.6683,0.7226
BAT_QA_0063,Batteries,single,1,w/o Association,0.922,0.8599,0.8801,0.9595
BAT_QA_0064,Batteries,single,1,w/o Association,0.9727,0.9772,0.995,0.9899
BAT_QA_0065,Batteries,single,1,w/o Association,0.995,0.9563,0.995,0.9899
BAT_QA_0066,Batteries,single,1,w/o Association,0.6777,0.7096,0.7071,0.7983
BAT_QA_0067,Batteries,single,1,w/o Association,0.7804,0.8293,0.7621,0.881
BAT_QA_0068,Batteries,multi,1,w/o Association,0.9481,0.8572,0.9638,0.935
BAT_QA_0069,Batteries,single,1,w/o Association,0.6514,0.5866,0.7088,0.8023
BAT_QA_0070,Batteries,multi,1,w/o Association,0.9501,0.9037,0.995,0.9484
BAT_QA_0071,Batteries,single,1,w/o Association,0.8847,0.828,0.9286,0.9169
BAT_QA_0072,Batteries,multi,1,w/o Association,0.9271,0.8842,0.9526,0.9726
BAT_QA_0073,Batteries,single,1,w/o Association,0.9536,0.9895,0.987,0.9899
BAT_QA_0074,Batteries,multi,1,w/o Association,0.598,0.4908,0.6131,0.6598
BAT_QA_0075,Batteries,single,1,w/o Association,0.8717,0.9615,0.9824,0.9655
BAT_QA_0076,Batteries,multi,1,w/o Association,0.7707,0.6553,0.8829,0.7658
BAT_QA_0077,Batteries,single,1,w/o Association,0.9213,0.9537,0.9934,0.9899
BAT_QA_0078,Batteries,single,1,w/o Association,0.7918,0.9034,0.9804,0.9508
BAT_QA_0079,Batteries,multi,1,w/o Association,0.8087,0.7857,0.7797,0.7371
BAT_QA_0080,Batteries,single,1,w/o Association,0.995,0.9432,0.9068,0.9899
BAT_QA_0081,Batteries,single,1,w/o Association,0.9725,0.9153,0.8701,0.9609
BAT_QA_0082,Batteries,multi,1,w/o Association,0.9217,0.9131,0.9876,0.9517
BAT_QA_0083,Batteries,single,1,w/o Association,0.4711,0.6839,0.7853,0.8404
BAT_QA_0084,Batteries,single,1,w/o Association,0.8776,0.8231,0.9044,0.9699
BAT_QA_0085,Batteries,multi,1,w/o Association,0.7,0.5964,0.6907,0.7727
BAT_QA_0086,Batteries,multi,1,w/o Association,0.8308,0.972,0.9378,0.9674
BAT_QA_0087,Batteries,single,1,w/o Association,0.945,0.9724,0.995,0.9899
BAT_QA_0088,Batteries,single,1,w/o Association,0.8338,0.7892,0.7477,0.7864
BAT_QA_0089,Batteries,single,1,w/o Association,0.9776,0.955,0.995,0.9899
BAT_QA_0090,Batteries,single,1,w/o Association,0.927,0.9006,0.97,0.9193
BAT_QA_0091,Batteries,single,1,w/o Association,0.9814,0.9895,0.9684,0.9899
BAT_QA_0092,Batteries,single,1,w/o Association,0.7092,0.7581,0.808,0.8762
BAT_QA_0093,Batteries,single,1,w/o Association,0.8487,0.7765,0.7698,0.9705
BAT_QA_0094,Batteries,single,1,w/o Association,0.6577,0.6221,0.7043,0.806
BAT_QA_0095,Batteries,single,1,w/o Association,0.974,0.9653,0.8922,0.9459
BAT_QA_0096,Batteries,single,1,w/o Association,0.9514,0.9679,0.995,0.9831
BAT_QA_0097,Batteries,multi,1,w/o Association,0.6551,0.5365,0.6829,0.8272
BAT_QA_0098,Batteries,multi,1,w/o Association,0.719,0.671,0.6655,0.7761
BAT_QA_0099,Batteries,single,1,w/o Association,0.71,0.6813,0.8451,0.8918
BAT_QA_0100,Batteries,multi,1,w/o Association,0.9182,0.8094,0.9304,0.9378
BAT_QA_0101,Batteries,single,1,w/o Association,0.9198,0.9321,0.995,0.9004
BAT_QA_0102,Batteries,multi,1,w/o Association,0.8338,0.8866,0.9655,0.9357
BAT_QA_0103,Batteries,single,1,w/o Association,0.9503,0.9665,0.8616,0.964
BAT_QA_0104,Batteries,multi,1,w/o Association,0.7813,0.802,0.7548,0.8154
BAT_QA_0105,Batteries,single,1,w/o Association,0.8454,0.7454,0.8397,0.8337
BAT_QA_0106,Batteries,multi,1,w/o Association,0.8578,0.7692,0.9073,0.9365
BAT_QA_0107,Batteries,multi,1,w/o Association,0.8226,0.7753,0.8518,0.8601
BAT_QA_0108,Batteries,single,1,w/o Association,0.9369,0.9253,0.8675,0.8398
BAT_QA_0109,Batteries,single,1,w/o Association,0.8732,0.7201,0.7506,0.848
BAT_QA_0110,Batteries,single,1,w/o Association,0.8589,0.8086,0.8897,0.8987
BAT_QA_0111,Batteries,multi,1,w/o Association,0.9496,0.9777,0.9944,0.962
BAT_QA_0112,Batteries,single,1,w/o Association,0.9674,0.92,0.995,0.9514
BAT_QA_0113,Batteries,multi,1,w/o Association,0.914,0.8156,0.995,0.9649
BAT_QA_0114,Batteries,multi,1,w/o Association,0.8009,0.8125,0.7866,0.7043
BAT_QA_0115,Batteries,multi,1,w/o Association,0.9403,0.9625,0.995,0.9664
BAT_QA_0116,Batteries,single,1,w/o Association,0.9426,0.9476,0.9653,0.9654
BAT_QA_0117,Batteries,multi,1,w/o Association,0.5922,0.7188,0.7284,0.8319
BAT_QA_0118,Batteries,single,1,w/o Association,0.8583,0.7744,0.8582,0.9035
BAT_QA_0119,Batteries,single,1,w/o Association,0.6082,0.7528,0.6821,0.6818
BAT_QA_0120,Batteries,single,1,w/o Association,0.9569,0.9127,0.8718,0.9305
BAT_QA_0121,Batteries,single,1,w/o Association,0.8164,0.7551,0.8554,0.9221
BAT_QA_0122,Batteries,single,1,w/o Association,0.954,0.9074,0.995,0.9405
BAT_QA_0123,Batteries,single,1,w/o Association,0.916,0.9734,0.9182,0.9899
BAT_QA_0124,Batteries,single,1,w/o Association,0.6453,0.6654,0.6852,0.7875
SUP_QA_0001,Superalloys,single,2,w/o Association,0.8322,0.7725,0.8516,0.8585
SUP_QA_0002,Superalloys,multi,2,w/o Association,0.995,0.995,0.995,0.9756
SUP_QA_0003,Superalloys,multi,2,w/o Association,0.6453,0.6451,0.5769,0.6818
SUP_QA_0004,Superalloys,multi,2,w/o Association,0.5622,0.8484,0.8235,0.8313
SUP_QA_0005,Superalloys,single,2,w/o Association,0.6008,0.5792,0.8279,0.7208
SUP_QA_0006,Superalloys,single,2,w/o Association,0.9359,0.9707,0.8674,0.96
SUP_QA_0007,Superalloys,single,2,w/o Association,0.9445,0.9343,0.988,0.9176
SUP_QA_0008,Superalloys,single,2,w/o Association,0.995,0.9478,0.995,0.9664
SUP_QA_0009,Superalloys,single,2,w/o Association,0.9519,0.968,0.9543,0.9559
SUP_QA_0010,Superalloys,single,2,w/o Association,0.7828,0.8522,0.9342,0.866
SUP_QA_0011,Superalloys,single,2,w/o Association,0.8364,0.7928,0.9045,0.8914
SUP_QA_0012,Superalloys,single,2,w/o Association,0.6864,0.7394,0.8242,0.8819
SUP_QA_0013,Superalloys,multi,2,w/o Association,0.7977,0.7319,0.743,0.8031
SUP_QA_0014,Superalloys,single,2,w/o Association,0.8876,0.6916,0.9645,0.8583
SUP_QA_0015,Superalloys,single,2,w/o Association,0.8906,0.8644,0.9781,0.9578
SUP_QA_0016,Superalloys,single,2,w/o Association,0.7755,0.7905,0.8284,0.8256
SUP_QA_0017,Superalloys,single,2,w/o Association,0.9849,0.9555,0.9605,0.9569
SUP_QA_0018,Superalloys,single,2,w/o Association,0.9147,0.9945,0.995,0.9621
SUP_QA_0019,Superalloys,single,2,w/o Association,0.9788,0.995,0.9862,0.9583
SUP_QA_0020,Superalloys,single,2,w/o Association,0.8987,0.9817,0.9451,0.9598
SUP_QA_0021,Superalloys,multi,2,w/o Association,0.995,0.9899,0.9351,0.9491
SUP_QA_0022,Superalloys,single,2,w/o Association,0.6999,0.8183,0.8631,0.8642
SUP_QA_0023,Superalloys,single,2,w/o Association,0.9251,0.9841,0.9533,0.9366
SUP_QA_0024,Superalloys,single,2,w/o Association,0.6924,0.8645,0.9026,0.8402
SUP_QA_0025,Superalloys,single,2,w/o Association,0.8628,0.9422,0.9067,0.9756
SUP_QA_0026,Superalloys,single,2,w/o Association,0.7861,0.9764,0.9889,0.9727
SUP_QA_0027,Superalloys,multi,2,w/o Association,0.595,0.6592,0.7784,0.76
SUP_QA_0028,Superalloys,multi,2,w/o Association,0.9406,0.9537,0.9671,0.9362
SUP_QA_0029,Superalloys,single,2,w/o Association,0.731,0.8673,0.9189,0.8467
SUP_QA_0030,Superalloys,multi,2,w/o Association,0.6346,0.7523,0.7719,0.8104
SUP_QA_0031,Superalloys,single,2,w/o Association,0.9233,0.9637,0.9743,0.9575
SUP_QA_0032,Superalloys,single,2,w/o Association,0.7439,0.7415,0.8175,0.9137
SUP_QA_0033,Superalloys,single,2,w/o Association,0.7172,0.7128,0.8471,0.8856
SUP_QA_0034,Superalloys,multi,2,w/o Association,0.9408,0.9214,0.7804,0.9386
SUP_QA_0035,Superalloys,single,2,w/o Association,0.8921,0.9574,0.9523,0.9741
SUP_QA_0036,Superalloys,single,2,w/o Association,0.9502,0.9635,0.9839,0.9756
SUP_QA_0037,Superalloys,single,2,w/o Association,0.954,0.9526,0.995,0.9756
SUP_QA_0038,Superalloys,single,2,w/o Association,0.9571,0.9548,0.995,0.9337
SUP_QA_0039,Superalloys,single,2,w/o Association,0.9531,0.7901,0.8516,0.8538
SUP_QA_0040,Superalloys,multi,2,w/o Association,0.9722,0.995,0.8378,0.9427
SUP_QA_0041,Superalloys,single,2,w/o Association,0.9464,0.9798,0.9595,0.934
SUP_QA_0042,Superalloys,single,2,w/o Association,0.9135,0.9751,0.9792,0.9413
SUP_QA_0043,Superalloys,single,2,w/o Association,0.7472,0.739,0.7493,0.8547
SUP_QA_0044,Superalloys,multi,2,w/o Association,0.9029,0.8314,0.9854,0.9264
SUP_QA_0045,Superalloys,single,2,w/o Association,0.6423,0.6657,0.8067,0.8779
SUP_QA_0046,Superalloys,single,2,w/o Association,0.5347,0.5792,0.6981,0.6528
SUP_QA_0047,Superalloys,multi,2,w/o Association,0.8184,0.7132,0.8238,0.9189
SUP_QA_0048,Superalloys,single,2,w/o Association,0.872,0.927,0.995,0.9384
SUP_QA_0049,Superalloys,multi,2,w/o Association,0.7361,0.8518,0.8822,0.8252
SUP_QA_0050,Superalloys,single,2,w/o Association,0.9136,0.9797,0.9455,0.9684
SUP_QA_0051,Superalloys,single,2,w/o Association,0.8025,0.995,0.9582,0.8881
SUP_QA_0052,Superalloys,single,2,w/o Association,0.7778,0.7083,0.804,0.9023
SUP_QA_0053,Superalloys,single,2,w/o Association,0.839,0.8417,0.9527,0.9681
SUP_QA_0054,Superalloys,multi,2,w/o Association,0.8988,0.8882,0.9276,0.9189
SUP_QA_0055,Superalloys,single,2,w/o Association,0.7364,0.726,0.7833,0.908
SUP_QA_0056,Superalloys,single,2,w/o Association,0.7985,0.8025,0.9259,0.8239
SUP_QA_0057,Superalloys,single,2,w/o Association,0.7377,0.8007,0.8473,0.8752
SUP_QA_0058,Superalloys,single,2,w/o Association,0.8055,0.9159,0.8614,0.9319
SUP_QA_0059,Superalloys,single,2,w/o Association,0.8974,0.9406,0.9703,0.9485
SUP_QA_0060,Superalloys,single,2,w/o Association,0.6423,0.5233,0.7166,0.7412
SUP_QA_0061,Superalloys,single,2,w/o Association,0.7324,0.8002,0.9258,0.8687
SUP_QA_0062,Superalloys,multi,2,w/o Association,0.4732,0.5777,0.6377,0.6387
SUP_QA_0063,Superalloys,single,2,w/o Association,0.995,0.995,0.995,0.9573
SUP_QA_0064,Superalloys,multi,2,w/o Association,0.9573,0.9318,0.995,0.9346
SUP_QA_0065,Superalloys,single,2,w/o Association,0.995,0.9632,0.9768,0.9566
SUP_QA_0066,Superalloys,single,2,w/o Association,0.9746,0.995,0.9942,0.9756
SUP_QA_0067,Superalloys,multi,2,w/o Association,0.8749,0.7277,0.8664,0.8481
SUP_QA_0068,Superalloys,single,2,w/o Association,0.9474,0.9731,0.9941,0.9756
SUP_QA_0069,Superalloys,single,2,w/o Association,0.8899,0.7652,0.9161,0.8903
SUP_QA_0070,Superalloys,multi,2,w/o Association,0.6081,0.6985,0.7786,0.868
SUP_QA_0071,Superalloys,single,2,w/o Association,0.9019,0.8236,0.8508,0.8693
SUP_QA_0072,Superalloys,multi,2,w/o Association,0.8566,0.817,0.9719,0.8608
SUP_QA_0073,Superalloys,multi,2,w/o Association,0.5309,0.5093,0.5542,0.6915
SUP_QA_0074,Superalloys,multi,2,w/o Association,0.8541,0.9449,0.995,0.968
SUP_QA_0075,Superalloys,single,2,w/o Association,0.9465,0.8929,0.8941,0.9211
SUP_QA_0076,Superalloys,single,2,w/o Association,0.8311,0.8177,0.9038,0.8725
SUP_QA_0077,Superalloys,multi,2,w/o Association,0.995,0.995,0.9414,0.9756
SUP_QA_0078,Superalloys,single,2,w/o Association,0.4669,0.606,0.6523,0.5513
SUP_QA_0079,Superalloys,single,2,w/o Association,0.9043,0.9289,0.942,0.9039
SUP_QA_0080,Superalloys,multi,2,w/o Association,0.9897,0.9501,0.9862,0.9705
SUP_QA_0081,Superalloys,multi,2,w/o Association,0.785,0.7657,0.8146,0.8289
SUP_QA_0082,Superalloys,multi,2,w/o Association,0.9331,0.9667,0.9631,0.9427
SUP_QA_0083,Superalloys,single,2,w/o Association,0.6596,0.5391,0.6676,0.4586
SUP_QA_0084,Superalloys,single,2,w/o Association,0.9347,0.9673,0.995,0.9657
SUP_QA_0085,Superalloys,single,2,w/o Association,0.9818,0.9712,0.9593,0.938
SUP_QA_0086,Superalloys,single,2,w/o Association,0.9551,0.9684,0.995,0.9756
SUP_QA_0087,Superalloys,multi,2,w/o Association,0.9436,0.9591,0.9638,0.9756
SUP_QA_0088,Superalloys,single,2,w/o Association,0.8043,0.7659,0.8821,0.917
SUP_QA_0089,Superalloys,single,2,w/o Association,0.9107,0.9064,0.957,0.9756
SUP_QA_0090,Superalloys,single,2,w/o Association,0.6994,0.8757,0.9304,0.9453
SUP_QA_0091,Superalloys,multi,2,w/o Association,0.8986,0.7466,0.8738,0.8307
SUP_QA_0092,Superalloys,single,2,w/o Association,0.6105,0.503,0.5709,0.5786
SUP_QA_0093,Superalloys,multi,2,w/o Association,0.9197,0.9363,0.995,0.9756
SUP_QA_0094,Superalloys,multi,2,w/o Association,0.9231,0.9774,0.9653,0.9617
SUP_QA_0095,Superalloys,multi,2,w/o Association,0.9135,0.7576,0.8345,0.865
SUP_QA_0096,Superalloys,single,2,w/o Association,0.9936,0.995,0.995,0.9724
SUP_QA_0097,Superalloys,multi,2,w/o Association,0.8225,0.6545,0.8051,0.8913
SUP_QA_0098,Superalloys,single,2,w/o Association,0.5386,0.5335,0.6009,0.6043
SUP_QA_0099,Superalloys,single,2,w/o Association,0.9865,0.9616,0.8967,0.9258
SUP_QA_0100,Superalloys,multi,2,w/o Association,0.4535,0.5195,0.7111,0.6923
SUP_QA_0101,Superalloys,single,2,w/o Association,0.8916,0.9271,0.954,0.8742
SUP_QA_0102,Superalloys,multi,2,w/o Association,0.8235,0.9293,0.8858,0.8678
SUP_QA_0103,Superalloys,multi,2,w/o Association,0.9802,0.9905,0.995,0.9465
SUP_QA_0104,Superalloys,single,2,w/o Association,0.5848,0.7816,0.8105,0.7584
SUP_QA_0105,Superalloys,single,2,w/o Association,0.9612,0.9616,0.995,0.9734
SUP_QA_0106,Superalloys,single,2,w/o Association,0.7866,0.8007,0.8506,0.9007
SUP_QA_0107,Superalloys,single,2,w/o Association,0.7871,0.7841,0.9162,0.7304
SUP_QA_0108,Superalloys,single,2,w/o Association,0.8311,0.8448,0.9731,0.932
SUP_QA_0109,Superalloys,single,2,w/o Association,0.8925,0.8571,0.765,0.9083
SUP_QA_0110,Superalloys,single,2,w/o Association,0.9628,0.9924,0.9587,0.9653
SUP_QA_0111,Superalloys,single,2,w/o Association,0.9057,0.8713,0.8615,0.9116
SUP_QA_0112,Superalloys,multi,2,w/o Association,0.8696,0.9676,0.972,0.9756
SUP_QA_0113,Superalloys,single,2,w/o Association,0.6778,0.7714,0.806,0.9229
SUP_QA_0114,Superalloys,single,2,w/o Association,0.4971,0.4863,0.6064,0.6039
SUP_QA_0115,Superalloys,multi,2,w/o Association,0.8209,0.8598,0.8536,0.8981
SUP_QA_0116,Superalloys,multi,2,w/o Association,0.9361,0.8855,0.8808,0.9756
SUP_QA_0117,Superalloys,multi,2,w/o Association,0.838,0.9504,0.995,0.9193
SUP_QA_0118,Superalloys,single,2,w/o Association,0.8359,0.8189,0.8578,0.8823
SUP_QA_0119,Superalloys,single,2,w/o Association,0.9715,0.8948,0.995,0.9756
SUP_QA_0120,Superalloys,single,2,w/o Association,0.678,0.6461,0.749,0.8517
SUP_QA_0121,Superalloys,single,2,w/o Association,0.5459,0.6127,0.7168,0.575
SUP_QA_0122,Superalloys,single,2,w/o Association,0.9683,0.995,0.9333,0.9478
SUP_QA_0123,Superalloys,single,2,w/o Association,0.9263,0.9733,0.995,0.957
SUP_QA_0124,Superalloys,single,2,w/o Association,0.4694,0.6652,0.6383,0.804
SUP_QA_0125,Superalloys,multi,2,w/o Association,0.8219,0.9654,0.8825,0.9143
SUP_QA_0126,Superalloys,multi,2,w/o Association,0.6363,0.6609,0.6372,0.7047
SUP_QA_0127,Superalloys,single,2,w/o Association,0.9511,0.9486,0.9624,0.92
SUP_QA_0128,Superalloys,multi,2,w/o Association,0.8343,0.8414,0.8889,0.8456
SUP_QA_0129,Superalloys,multi,2,w/o Association,0.6593,0.7536,0.8419,0.7967
SUP_QA_0130,Superalloys,multi,2,w/o Association,0.9902,0.9905,0.9626,0.9467
SUP_QA_0131,Superalloys,single,2,w/o Association,0.995,0.9661,0.9711,0.9606
SUP_QA_0132,Superalloys,multi,2,w/o Association,0.9736,0.9718,0.9903,0.8519
SEM_QA_0001,Semiconductors,single,2,w/o Association,0.843,0.8944,0.7837,0.8053
SEM_QA_0002,Semiconductors,single,2,w/o Association,0.9096,0.8728,0.7603,0.9067
SEM_QA_0003,Semiconductors,single,2,w/o Association,0.7505,0.8753,0.7233,0.859
SEM_QA_0004,Semiconductors,single,2,w/o Association,0.9454,0.9726,0.9118,0.9756
SEM_QA_0005,Semiconductors,multi,2,w/o Association,0.8408,0.8462,0.828,0.8428
SEM_QA_0006,Semiconductors,multi,2,w/o Association,0.6299,0.7905,0.7258,0.9273
SEM_QA_0007,Semiconductors,single,2,w/o Association,0.7194,0.8963,0.817,0.7982
SEM_QA_0008,Semiconductors,single,2,w/o Association,0.7194,0.7796,0.868,0.7962
SEM_QA_0009,Semiconductors,single,2,w/o Association,0.9947,0.995,0.9591,0.9715
SEM_QA_0010,Semiconductors,single,2,w/o Association,0.6599,0.646,0.6697,0.7183
SEM_QA_0011,Semiconductors,single,2,w/o Association,0.4022,0.5275,0.453,0.4704
SEM_QA_0012,Semiconductors,single,2,w/o Association,0.9102,0.8296,0.8803,0.9024
SEM_QA_0013,Semiconductors,multi,2,w/o Association,0.9253,0.9728,0.995,0.9756
SEM_QA_0014,Semiconductors,single,2,w/o Association,0.8944,0.967,0.9729,0.9693
SEM_QA_0015,Semiconductors,multi,2,w/o Association,0.9312,0.9747,0.9895,0.9756
SEM_QA_0016,Semiconductors,single,2,w/o Association,0.6777,0.7028,0.6121,0.6895
SEM_QA_0017,Semiconductors,single,2,w/o Association,0.8482,0.9398,0.9449,0.9238
SEM_QA_0018,Semiconductors,multi,2,w/o Association,0.7939,0.8693,0.9394,0.9336
SEM_QA_0019,Semiconductors,single,2,w/o Association,0.991,0.9598,0.995,0.9596
SEM_QA_0020,Semiconductors,single,2,w/o Association,0.755,0.9013,0.9042,0.9154
SEM_QA_0021,Semiconductors,single,2,w/o Association,0.889,0.8703,0.9312,0.9756
SEM_QA_0022,Semiconductors,single,2,w/o Association,0.8431,0.9212,0.9548,0.9699
SEM_QA_0023,Semiconductors,single,2,w/o Association,0.6728,0.7028,0.8128,0.8797
SEM_QA_0024,Semiconductors,multi,2,w/o Association,0.4282,0.5847,0.6808,0.6011
SEM_QA_0025,Semiconductors,single,2,w/o Association,0.7887,0.9014,0.914,0.9221
SEM_QA_0026,Semiconductors,single,2,w/o Association,0.8833,0.931,0.8814,0.9596
SEM_QA_0027,Semiconductors,single,2,w/o Association,0.9216,0.9591,0.9639,0.9756
SEM_QA_0028,Semiconductors,multi,2,w/o Association,0.9516,0.9175,0.9136,0.9716
SEM_QA_0029,Semiconductors,single,2,w/o Association,0.8034,0.9081,0.8971,0.8844
SEM_QA_0030,Semiconductors,single,2,w/o Association,0.7146,0.708,0.8312,0.7815
SEM_QA_0031,Semiconductors,multi,2,w/o Association,0.9548,0.995,0.995,0.9394
SEM_QA_0032,Semiconductors,single,2,w/o Association,0.88,0.8098,0.8934,0.8911
SEM_QA_0033,Semiconductors,multi,2,w/o Association,0.6226,0.7471,0.6926,0.7024
SEM_QA_0034,Semiconductors,multi,2,w/o Association,0.7825,0.8597,0.7301,0.7524
SEM_QA_0035,Semiconductors,single,2,w/o Association,0.9583,0.995,0.9936,0.9344
SEM_QA_0036,Semiconductors,single,2,w/o Association,0.981,0.9194,0.9814,0.8969
SEM_QA_0037,Semiconductors,multi,2,w/o Association,0.939,0.995,0.995,0.9107
SEM_QA_0038,Semiconductors,single,2,w/o Association,0.6183,0.5079,0.5895,0.7015
SEM_QA_0039,Semiconductors,multi,2,w/o Association,0.5772,0.6824,0.6007,0.7118
SEM_QA_0040,Semiconductors,multi,2,w/o Association,0.9659,0.9105,0.9166,0.8676
SEM_QA_0041,Semiconductors,single,2,w/o Association,0.8155,0.877,0.9516,0.8927
SEM_QA_0042,Semiconductors,multi,2,w/o Association,0.995,0.985,0.9714,0.9126
SEM_QA_0043,Semiconductors,multi,2,w/o Association,0.7549,0.8367,0.7225,0.8087
SEM_QA_0044,Semiconductors,multi,2,w/o Association,0.6341,0.729,0.6655,0.7478
SEM_QA_0045,Semiconductors,single,2,w/o Association,0.8604,0.9023,0.9139,0.9271
SEM_QA_0046,Semiconductors,single,2,w/o Association,0.6541,0.7549,0.7854,0.8017
SEM_QA_0047,Semiconductors,single,2,w/o Association,0.9784,0.995,0.995,0.9537
SEM_QA_0048,Semiconductors,multi,2,w/o Association,0.8259,0.957,0.8172,0.8598
SEM_QA_0049,Semiconductors,multi,2,w/o Association,0.4566,0.5862,0.599,0.7327
SEM_QA_0050,Semiconductors,single,2,w/o Association,0.7239,0.8869,0.7581,0.8093
SEM_QA_0051,Semiconductors,single,2,w/o Association,0.842,0.8688,0.9351,0.9756
SEM_QA_0052,Semiconductors,single,2,w/o Association,0.9796,0.9942,0.9675,0.9382
SEM_QA_0053,Semiconductors,single,2,w/o Association,0.5926,0.7202,0.7009,0.6884
SEM_QA_0054,Semiconductors,single,2,w/o Association,0.6417,0.5366,0.7788,0.6952
SEM_QA_0055,Semiconductors,multi,2,w/o Association,0.5043,0.5923,0.5169,0.6153
SEM_QA_0056,Semiconductors,multi,2,w/o Association,0.865,0.9748,0.8609,0.9242
SEM_QA_0057,Semiconductors,multi,2,w/o Association,0.6807,0.775,0.769,0.8057
SEM_QA_0058,Semiconductors,multi,2,w/o Association,0.9207,0.9793,0.956,0.9245
SEM_QA_0059,Semiconductors,single,2,w/o Association,0.6889,0.7291,0.8122,0.7469
SEM_QA_0060,Semiconductors,single,2,w/o Association,0.778,0.574,0.7504,0.7762
SEM_QA_0061,Semiconductors,single,2,w/o Association,0.8113,0.9634,0.9799,0.9644
SEM_QA_0062,Semiconductors,single,2,w/o Association,0.9386,0.9355,0.9821,0.9498
SEM_QA_0063,Semiconductors,multi,2,w/o Association,0.8737,0.9314,0.995,0.9756
SEM_QA_0064,Semiconductors,multi,2,w/o Association,0.6448,0.9034,0.7222,0.7891
SEM_QA_0065,Semiconductors,single,2,w/o Association,0.6187,0.6976,0.7,0.8748
SEM_QA_0066,Semiconductors,multi,2,w/o Association,0.7548,0.9423,0.9827,0.9006
SEM_QA_0067,Semiconductors,single,2,w/o Association,0.9611,0.995,0.9587,0.9599
SEM_QA_0068,Semiconductors,multi,2,w/o Association,0.9795,0.9888,0.9697,0.9756
SEM_QA_0069,Semiconductors,multi,2,w/o Association,0.7836,0.8591,0.8187,0.9004
SEM_QA_0070,Semiconductors,single,2,w/o Association,0.9484,0.9786,0.9464,0.9381
SEM_QA_0071,Semiconductors,single,2,w/o Association,0.8701,0.9362,0.881,0.9756
SEM_QA_0072,Semiconductors,single,2,w/o Association,0.8799,0.887,0.9182,0.9386
SEM_QA_0073,Semiconductors,single,2,w/o Association,0.9859,0.995,0.9737,0.9429
SEM_QA_0074,Semiconductors,single,2,w/o Association,0.843,0.9856,0.8486,0.8275
SEM_QA_0075,Semiconductors,single,2,w/o Association,0.738,0.9075,0.8208,0.957
SEM_QA_0076,Semiconductors,multi,2,w/o Association,0.6346,0.795,0.802,0.7931
SEM_QA_0077,Semiconductors,single,2,w/o Association,0.9137,0.8913,0.7782,0.8813
SEM_QA_0078,Semiconductors,single,2,w/o Association,0.9833,0.995,0.9584,0.9552
SEM_QA_0079,Semiconductors,multi,2,w/o Association,0.8865,0.995,0.8974,0.8539
SEM_QA_0080,Semiconductors,single,2,w/o Association,0.8629,0.887,0.921,0.9259
SEM_QA_0081,Semiconductors,single,2,w/o Association,0.9502,0.9443,0.9792,0.9381
SEM_QA_0082,Semiconductors,single,2,w/o Association,0.9731,0.9868,0.9914,0.9667
SEM_QA_0083,Semiconductors,single,2,w/o Association,0.5593,0.5977,0.4862,0.6287
SEM_QA_0084,Semiconductors,multi,2,w/o Association,0.7363,0.7731,0.8762,0.8102
SEM_QA_0085,Semiconductors,single,2,w/o Association,0.9526,0.9798,0.995,0.9648
