query_id,domain,question_type,run,faithfulness,answer_relevancy,ref_faithfulness,ref_answer_relevancy
BAT_QA_0028,Batteries,single,3,0.8974,0.9467,0.8811,0.9335
BAT_QA_0029,Batteries,single,3,0.9554,0.995,0.9301,0.9889
BAT_QA_0030,Batteries,single,3,0.995,0.9549,0.9457,0.9161
BAT_QA_0031,Batteries,multi,3,0.9221,0.995,0.8959,0.9671
BAT_QA_0032,Batteries,multi,3,0.9477,0.9666,0.9233,0.9193
BAT_QA_0033,Batteries,single,3,0.953,0.9596,0.908,0.9324
BAT_QA_0034,Batteries,single,3,0.937,0.9507,0.8937,0.9391
BAT_QA_0035,Batteries,multi,3,0.9845,0.9727,0.9284,0.9558
BAT_QA_0036,Batteries,single,3,0.9751,0.995,0.9188,0.995
BAT_QA_0037,Batteries,multi,3,0.8013,0.7876,0.7121,0.7356
BAT_QA_0038,Batteries,single,3,0.989,0.8758,0.9196,0.8439
BAT_QA_0039,Batteries,multi,3,0.8101,0.7593,0.7436,0.6744
BAT_QA_0040,Batteries,single,3,0.995,0.995,0.9611,0.995
BAT_QA_0041,Batteries,single,3,0.8417,0.7226,0.7751,0.6455
BAT_QA_0042,Batteries,multi,3,0.9051,0.9096,0.8689,0.8404
BAT_QA_0043,Batteries,single,3,0.9537,0.995,0.943,0.9814
BAT_QA_0044,Batteries,single,3,0.9058,0.9515,0.856,0.9235
BAT_QA_0045,Batteries,multi,3,0.9621,0.9899,0.9364,0.9458
BAT_QA_0046,Batteries,multi,3,0.7341,0.7102,0.6353,0.6306
BAT_QA_0047,Batteries,single,3,0.9123,0.8758,0.8475,0.849
BAT_QA_0048,Batteries,single,3,0.9679,0.9331,0.9182,0.9003
BAT_QA_0049,Batteries,single,3,0.8432,0.9,0.788,0.8414
BAT_QA_0050,Batteries,single,3,0.873,0.7954,0.8074,0.7169
BAT_QA_0051,Batteries,single,3,0.8168,0.7766,0.7527,0.7076
BAT_QA_0052,Batteries,single,3,0.8537,0.7729,0.7862,0.6995
BAT_QA_0053,Batteries,single,3,0.7237,0.8811,0.6318,0.8131
BAT_QA_0054,Batteries,single,3,0.995,0.9717,0.9742,0.9523
BAT_QA_0055,Batteries,single,3,0.7882,0.7149,0.6919,0.6002
BAT_QA_0056,Batteries,single,3,0.9254,0.9687,0.8813,0.9475
BAT_QA_0057,Batteries,multi,3,0.9597,0.9521,0.9347,0.9568
BAT_QA_0058,Batteries,single,3,0.9249,0.995,0.8745,0.9367
BAT_QA_0059,Batteries,single,3,0.9448,0.9447,0.9431,0.9339
BAT_QA_0060,Batteries,multi,3,0.8076,0.7201,0.6981,0.6378
BAT_QA_0061,Batteries,single,3,0.7174,0.7503,0.6145,0.6889
BAT_QA_0062,Batteries,multi,3,0.5931,0.5639,0.5723,0.4439
BAT_QA_0063,Batteries,single,3,0.979,0.9646,0.9524,0.9235
BAT_QA_0064,Batteries,single,3,0.9306,0.9872,0.9007,0.9485
BAT_QA_0065,Batteries,single,3,0.995,0.9922,0.9498,0.995
BAT_QA_0066,Batteries,single,3,0.7471,0.6925,0.7253,0.6115
BAT_QA_0067,Batteries,single,3,0.8708,0.906,0.814,0.8299
BAT_QA_0068,Batteries,multi,3,0.9723,0.846,0.9298,0.8171
BAT_QA_0069,Batteries,single,3,0.7407,0.7327,0.6461,0.605
BAT_QA_0070,Batteries,multi,3,0.9698,0.9057,0.9142,0.8673
BAT_QA_0071,Batteries,single,3,0.9554,0.8927,0.9371,0.8408
BAT_QA_0072,Batteries,multi,3,0.9387,0.9156,0.9111,0.8795
BAT_QA_0073,Batteries,single,3,0.995,0.9918,0.9742,0.9542
BAT_QA_0074,Batteries,multi,3,0.7296,0.6756,0.6289,0.5646
BAT_QA_0075,Batteries,single,3,0.9188,0.995,0.8816,0.995
BAT_QA_0076,Batteries,multi,3,0.7654,0.7465,0.6725,0.6943
BAT_QA_0077,Batteries,single,3,0.9876,0.995,0.9586,0.995
BAT_QA_0078,Batteries,single,3,0.8664,0.9307,0.8089,0.9119
BAT_QA_0079,Batteries,multi,3,0.8183,0.7913,0.7344,0.7368
BAT_QA_0080,Batteries,single,3,0.9243,0.9692,0.8975,0.9342
BAT_QA_0081,Batteries,single,3,0.9443,0.8567,0.879,0.8272
BAT_QA_0082,Batteries,multi,3,0.995,0.9545,0.9742,0.9115
BAT_QA_0083,Batteries,single,3,0.59,0.7309,0.4732,0.6538
BAT_QA_0084,Batteries,single,3,0.9268,0.868,0.8736,0.8472
BAT_QA_0085,Batteries,multi,3,0.8079,0.7003,0.6985,0.6065
BAT_QA_0086,Batteries,multi,3,0.8414,0.9617,0.7643,0.9375
BAT_QA_0087,Batteries,single,3,0.9656,0.995,0.9544,0.995
BAT_QA_0088,Batteries,single,3,0.8121,0.7887,0.7653,0.7318
BAT_QA_0089,Batteries,single,3,0.9072,0.995,0.8979,0.9892
BAT_QA_0090,Batteries,single,3,0.9419,0.8986,0.9228,0.8565
BAT_QA_0091,Batteries,single,3,0.9713,0.995,0.951,0.9612
BAT_QA_0092,Batteries,single,3,0.7364,0.7978,0.6507,0.7487
BAT_QA_0093,Batteries,single,3,0.9678,0.7911,0.8972,0.7149
BAT_QA_0094,Batteries,single,3,0.7629,0.7063,0.6485,0.6061
BAT_QA_0095,Batteries,single,3,0.9802,0.9342,0.9137,0.9218
BAT_QA_0096,Batteries,single,3,0.9921,0.9736,0.9549,0.9569
BAT_QA_0097,Batteries,multi,3,0.7562,0.5436,0.6691,0.5249
BAT_QA_0098,Batteries,multi,3,0.7836,0.7572,0.6985,0.6461
BAT_QA_0099,Batteries,single,3,0.8552,0.7866,0.7733,0.6951
BAT_QA_0100,Batteries,multi,3,0.9389,0.9248,0.8896,0.8871
BAT_QA_0101,Batteries,single,3,0.911,0.9068,0.8738,0.8693
BAT_QA_0102,Batteries,multi,3,0.9166,0.8446,0.8842,0.8139
BAT_QA_0103,Batteries,single,3,0.9198,0.9438,0.891,0.8951
BAT_QA_0104,Batteries,multi,3,0.7402,0.875,0.6353,0.8406
BAT_QA_0105,Batteries,single,3,0.8863,0.7775,0.8294,0.7092
BAT_QA_0106,Batteries,multi,3,0.8717,0.8714,0.821,0.803
BAT_QA_0107,Batteries,multi,3,0.8399,0.7597,0.7431,0.6899
BAT_QA_0108,Batteries,single,3,0.9148,0.8645,0.8913,0.8388
BAT_QA_0109,Batteries,single,3,0.9016,0.8066,0.8691,0.774
BAT_QA_0110,Batteries,single,3,0.9219,0.8634,0.9122,0.7729
BAT_QA_0111,Batteries,multi,3,0.9763,0.9837,0.9138,0.95
BAT_QA_0112,Batteries,single,3,0.995,0.9719,0.9506,0.9213
BAT_QA_0113,Batteries,multi,3,0.9241,0.8594,0.8671,0.8021
BAT_QA_0114,Batteries,multi,3,0.7882,0.8215,0.7126,0.7427
BAT_QA_0115,Batteries,multi,3,0.9723,0.9895,0.9071,0.9734
BAT_QA_0116,Batteries,single,3,0.9947,0.995,0.9742,0.9801
BAT_QA_0117,Batteries,multi,3,0.7032,0.7878,0.5503,0.6851
BAT_QA_0118,Batteries,single,3,0.8572,0.851,0.8182,0.7682
BAT_QA_0119,Batteries,single,3,0.7006,0.7162,0.6009,0.6179
BAT_QA_0120,Batteries,single,3,0.8968,0.9115,0.888,0.909
BAT_QA_0121,Batteries,single,3,0.9709,0.8033,0.912,0.7496
BAT_QA_0122,Batteries,single,3,0.9459,0.925,0.8988,0.8971
BAT_QA_0123,Batteries,single,3,0.9705,0.9389,0.9323,0.927
BAT_QA_0124,Batteries,single,3,0.7508,0.6715,0.6264,0.61
